,x,y,target
0,-22.93306541442871,34.673675537109375,6.0
1,0.23592445254325867,76.50181579589844,7.0
2,-42.96340560913086,-46.94011306762695,5.0
3,-22.32513999938965,73.86145782470703,7.0
4,-19.248674392700195,-17.804134368896484,5.0
5,5.498021602630615,-67.82476806640625,6.0
6,-13.698713302612305,27.40201759338379,6.0
7,37.71388626098633,42.218013763427734,6.0
8,20.00537872314453,-4.421654224395752,5.0
9,32.280052185058594,7.60140323638916,8.0
10,44.469852447509766,38.60504913330078,5.0
11,-16.89161491394043,32.898780822753906,6.0
12,9.61903190612793,-30.811279296875,6.0
13,-44.87199020385742,41.623199462890625,6.0
14,58.45261764526367,-27.290477752685547,5.0
15,-3.19353985786438,-79.24235534667969,6.0
16,-28.217323303222656,-6.003676891326904,6.0
17,0.9979956150054932,38.97242736816406,6.0
18,1.4390487670898438,-44.93671798706055,6.0
19,29.37904930114746,-62.23395538330078,5.0
20,-21.229318618774414,74.94989013671875,6.0
21,-12.458611488342285,-2.1289572715759277,5.0
22,32.93830490112305,-47.848594665527344,6.0
23,-30.496936798095703,-3.2809054851531982,5.0
24,-46.847469329833984,-57.66746139526367,6.0
25,-28.100963592529297,29.431293487548828,6.0
26,-51.56032943725586,-50.86121368408203,6.0
27,-15.169960021972656,-54.0172119140625,6.0
28,20.388792037963867,43.871437072753906,6.0
29,-46.387569427490234,-6.833411693572998,8.0
30,-47.78532791137695,23.58548927307129,6.0
31,-12.727177619934082,16.911434173583984,6.0
32,60.625484466552734,-0.3417351245880127,6.0
33,-44.106082916259766,1.9205282926559448,6.0
34,-11.586652755737305,-80.64238739013672,7.0
35,-30.799427032470703,66.73255920410156,7.0
36,-18.739362716674805,-66.02214050292969,5.0
37,48.5451545715332,-42.17858123779297,5.0
38,15.61109447479248,30.90734100341797,5.0
39,39.44585418701172,49.11687088012695,7.0
40,9.470367431640625,-45.63174057006836,6.0
41,-0.2442256510257721,24.913352966308594,5.0
42,-28.872922897338867,6.33400297164917,5.0
43,8.300089836120605,44.23345947265625,5.0
44,8.613550186157227,-85.48599243164062,6.0
45,-43.38116455078125,39.778987884521484,6.0
46,-35.10075378417969,56.12235641479492,7.0
47,26.322452545166016,63.941314697265625,8.0
48,-11.994257926940918,-55.43701934814453,6.0
49,7.913923740386963,-31.009450912475586,6.0
50,33.32371520996094,14.606389999389648,5.0
51,26.996286392211914,7.63621711730957,6.0
52,15.14309310913086,-17.13802146911621,6.0
53,-45.71879959106445,41.508697509765625,6.0
54,-5.37579870223999,57.6496467590332,6.0
55,-47.962303161621094,-52.3970947265625,5.0
56,-11.009435653686523,-37.42352294921875,5.0
57,15.239838600158691,14.768172264099121,6.0
58,30.287097930908203,54.064125061035156,7.0
59,9.721052169799805,-42.4327507019043,6.0
60,-32.86268997192383,12.159071922302246,5.0
61,37.501956939697266,-83.44488525390625,6.0
62,-45.95975875854492,41.380184173583984,6.0
63,-4.230476379394531,34.16431427001953,6.0
64,9.23704719543457,22.987106323242188,7.0
65,-13.134678840637207,-78.84039306640625,7.0
66,-9.330341339111328,-48.75274658203125,5.0
67,25.747379302978516,36.00546646118164,5.0
68,-51.32841873168945,48.27199172973633,7.0
69,29.148391723632812,45.86586380004883,6.0
70,28.389646530151367,32.39386749267578,6.0
71,7.834660053253174,-1.1303234100341797,6.0
72,-49.07533645629883,-51.85750198364258,5.0
73,1.6400010585784912,53.247947692871094,5.0
74,33.57887649536133,-78.3187484741211,6.0
75,-0.04198748245835304,48.474239349365234,6.0
